"","id2","totalPop17","age65_17","ageMed_17","totalPop12","percage65_12","ageMed_12","age65_12","totalChange","age65Change","percentChange","age65ChangeZ","percentChangeZ","age65_index"
"548","15003",990060,162580,37.6,955215,14.6,37.7,139461,34845,23119,16.58,3.02,0.26,1.364
"549","15005",86,12,57.6,66,31.8,58.4,21,20,-9,-42.86,-0.33,-4.61,-2.898
"550","15007",71093,12829,42.1,67113,15.1,41.5,10134,3980,2695,26.59,0.06,1.08,0.672
"551","15009",164094,26473,40.9,154937,12.9,39.5,19987,9157,6486,32.45,0.61,1.56,1.18
"552","16001",435117,56491,36.4,394961,10.6,34.9,41866,40156,14625,34.93,1.79,1.76,1.772
"553","16003",3946,1070,52.8,3976,21.3,50.3,847,-30,223,26.33,-0.29,1.06,0.52
"554","16005",84113,10956,33.2,82584,11.2,31.5,9249,1529,1707,18.46,-0.08,0.41,0.214
"555","16007",5942,1188,39.3,5977,18.4,39.6,1100,-35,88,8,-0.31,-0.45,-0.394
"556","16009",9050,1970,46.5,9247,18,44.6,1664,-197,306,18.39,-0.28,0.41,0.134
"557","16011",45369,6007,33.3,45312,11.6,32,5256,57,751,14.29,-0.22,0.07,-0.046
"558","16013",21583,3557,42.8,21323,12.1,40.6,2580,260,977,37.87,-0.18,2,1.128
"559","16015",6968,1626,53.2,7014,16.1,48.8,1129,-46,497,44.02,-0.25,2.51,1.406
"560","16017",41855,9228,47.7,40806,17.6,45.7,7182,1049,2046,28.49,-0.03,1.23,0.726
"561","16019",110404,13672,32.6,104177,11,31.8,11459,6227,2213,19.31,-0.01,0.48,0.284
"562","16021",11323,2328,43.7,10857,17.1,42.6,1857,466,471,25.36,-0.26,0.98,0.484
"563","16023",2613,522,46.4,2828,21.7,45.9,614,-215,-92,-14.98,-0.34,-2.33,-1.534
"564","16025",886,184,47,1276,12.9,38,165,-390,19,11.52,-0.32,-0.16,-0.224
"565","16027",207027,26571,33.2,189396,11,31.6,20834,17631,5737,27.54,0.51,1.16,0.9
"566","16029",6862,1171,36.9,6872,16.1,38.1,1106,-10,65,5.88,-0.32,-0.62,-0.5
"567","16031",23472,3099,31.8,22813,12.6,32.1,2874,659,225,7.83,-0.29,-0.46,-0.392
"568","16033",1055,113,29.7,780,15.3,37.3,119,275,-6,-5.04,-0.33,-1.51,-1.038
"569","16035",8533,2193,50.3,8679,22.4,49.5,1944,-146,249,12.81,-0.29,-0.05,-0.146
"570","16037",4141,1217,53.4,4338,17.6,47.9,763,-197,454,59.5,-0.26,3.77,2.158
"571","16039",26232,3244,31.4,26655,10.2,30.3,2719,-423,525,19.31,-0.25,0.48,0.188
"572","16041",13120,1758,32.6,12739,12.7,32,1618,381,140,8.65,-0.31,-0.39,-0.358
"573","16043",12889,2104,36.7,13123,14.2,33.8,1863,-234,241,12.94,-0.29,-0.04,-0.14
"574","16045",16850,3510,45.2,16768,18.9,42.2,3169,82,341,10.76,-0.28,-0.22,-0.244
"575","16047",15110,2523,37.3,15327,15.6,35,2391,-217,132,5.52,-0.31,-0.65,-0.514
"576","16049",16275,4106,49.5,16215,21.4,48.3,3470,60,636,18.33,-0.23,0.4,0.148
"577","16051",27410,2921,31.3,25940,9.8,30.2,2542,1470,379,14.91,-0.27,0.12,-0.036
"578","16053",23039,2884,32.6,22140,11.1,31.4,2458,899,426,17.33,-0.26,0.32,0.088
"579","16055",150128,26135,39.7,139083,14.7,39.1,20445,11045,5690,27.83,0.5,1.18,0.908
"580","16057",38697,4633,28.3,37365,10.3,28.1,3849,1332,784,20.37,-0.21,0.57,0.258
"581","16059",7755,2138,52.9,7892,23.2,50,1831,-137,307,16.77,-0.28,0.27,0.05
"582","16061",3824,917,48.1,3818,22.3,47.7,851,6,66,7.76,-0.32,-0.47,-0.41
"583","16063",5296,667,33.1,5167,10.8,33.1,558,129,109,19.53,-0.31,0.5,0.176
"584","16065",38241,2405,23.5,37311,5.7,22.7,2127,930,278,13.07,-0.29,-0.03,-0.134
"585","16067",20448,3187,35.4,19909,14.6,35.4,2907,539,280,9.63,-0.29,-0.31,-0.302
"586","16069",40014,7651,41.3,39226,17.9,41,7021,788,630,8.97,-0.23,-0.37,-0.314
"587","16071",4284,811,39.5,4236,17.5,39.7,741,48,70,9.45,-0.32,-0.33,-0.326
"588","16073",11384,1922,38.6,11479,13.9,35.8,1596,-95,326,20.43,-0.28,0.57,0.23
"589","16075",22839,3859,38.8,22614,15.5,38,3505,225,354,10.1,-0.27,-0.27,-0.27
"590","16077",7667,1148,34.8,7717,12.1,34,934,-50,214,22.91,-0.29,0.78,0.352
"591","16079",12490,2733,47.2,12797,19.8,46.5,2534,-307,199,7.85,-0.3,-0.46,-0.396
"592","16081",10776,1018,36.4,10007,6.7,33.9,670,769,348,51.94,-0.28,3.15,1.778
"593","16083",82248,12165,34.6,77122,14,34.6,10797,5126,1368,12.67,-0.13,-0.06,-0.088
"594","16085",10104,2481,50.2,9793,16.8,46.7,1645,311,836,50.82,-0.2,3.06,1.756
"595","16087",9996,2366,46.1,10144,19.8,44,2009,-148,357,17.77,-0.27,0.35,0.102
"596","17001",66787,12782,41.5,67098,17.7,40.4,11876,-311,906,7.63,-0.19,-0.48,-0.364
"597","17003",6776,1350,42.3,8147,17.2,41,1401,-1371,-51,-3.64,-0.33,-1.4,-0.972
"598","17005",17034,2895,40.4,17762,15.9,40.4,2824,-728,71,2.51,-0.32,-0.9,-0.668
"599","17007",53638,7679,38.3,54141,11.7,36.6,6334,-503,1345,21.23,-0.13,0.64,0.332
"600","17009",6791,930,38.7,6913,12.4,37.2,857,-122,73,8.52,-0.32,-0.4,-0.368
"601","17011",33619,6879,43.7,34798,18.3,42.6,6368,-1179,511,8.02,-0.25,-0.44,-0.364
"602","17013",4897,1106,46.5,5065,20.4,44.6,1033,-168,73,7.07,-0.32,-0.52,-0.44
"603","17015",14704,3494,47.4,15338,21.4,46.5,3282,-634,212,6.46,-0.29,-0.57,-0.458
"604","17017",12880,2116,40.2,13570,15.4,37.9,2090,-690,26,1.24,-0.32,-1,-0.728
"605","17019",207946,24026,29.7,200931,10.1,28.9,20294,7015,3732,18.39,0.21,0.41,0.33
"606","17021",33562,6290,42.7,34805,17.7,41.6,6160,-1243,130,2.11,-0.31,-0.93,-0.682
"607","17023",15924,2970,43,16353,18,42.8,2944,-429,26,0.88,-0.32,-1.03,-0.746
"608","17025",13393,2622,44,13828,18,42.5,2489,-435,133,5.34,-0.31,-0.66,-0.52
"609","17027",37640,5950,40.4,37793,15,39.4,5669,-153,281,4.96,-0.28,-0.69,-0.526
"610","17029",52540,8163,34.3,53683,14.2,32.3,7623,-1143,540,7.08,-0.25,-0.52,-0.412
"611","17031",5238541,708546,36.4,5197677,12,35.3,623721,40864,84825,13.6,11.96,0.01,4.79
"612","17033",19214,3524,42.5,19777,17.4,42,3441,-563,83,2.41,-0.31,-0.9,-0.664
"613","17035",10899,2016,41.9,11044,16.7,40.6,1844,-145,172,9.33,-0.3,-0.34,-0.324
"614","17037",104473,12032,30.7,104820,9.8,29.4,10272,-347,1760,17.13,-0.07,0.3,0.152
"615","17039",16176,2927,42.8,16562,17.1,42,2832,-386,95,3.35,-0.31,-0.83,-0.622
"616","17041",19830,3339,37.9,19908,15.7,38.3,3126,-78,213,6.81,-0.29,-0.54,-0.44
"617","17043",931826,130303,39.1,918608,11.7,38.2,107477,13218,22826,21.24,2.98,0.64,1.576
"618","17045",17603,3614,44.5,18513,18.8,43,3480,-910,134,3.85,-0.31,-0.79,-0.598
"619","17047",6570,1309,43.6,6691,18.2,43.1,1218,-121,91,7.47,-0.31,-0.49,-0.418
"620","17049",34164,5652,39.1,34258,15.4,39.5,5276,-94,376,7.13,-0.27,-0.52,-0.42
"621","17051",21980,3899,41.4,22082,16.2,39.7,3577,-102,322,9,-0.28,-0.36,-0.328
"622","17053",13470,2525,43.2,14045,19,42.5,2669,-575,-144,-5.4,-0.35,-1.54,-1.064
"623","17055",39302,7692,42.3,39518,18.5,41.8,7311,-216,381,5.21,-0.27,-0.67,-0.51
"624","17057",35733,6872,42.5,36989,18,42.3,6658,-1256,214,3.21,-0.29,-0.84,-0.62
"625","17059",5226,1196,44.8,5592,21,45,1174,-366,22,1.87,-0.32,-0.95,-0.698
"626","17061",13311,2456,42.7,13828,17.5,41.3,2420,-517,36,1.49,-0.32,-0.98,-0.716
"627","17063",50333,6572,37.5,49870,11.2,36.4,5585,463,987,17.67,-0.18,0.35,0.138
"628","17065",8259,1721,43.6,8430,19.9,43.3,1678,-171,43,2.56,-0.32,-0.89,-0.662
"629","17067",18264,4009,46,19063,20,44.7,3813,-799,196,5.14,-0.3,-0.68,-0.528
"630","17069",4161,856,46.8,4315,21.4,45.9,923,-154,-67,-7.26,-0.34,-1.7,-1.156
"631","17071",6927,1678,49.2,7275,21.3,47.6,1550,-348,128,8.26,-0.31,-0.42,-0.376
"632","17073",49649,9557,42.7,50378,17.1,41.9,8615,-729,942,10.93,-0.19,-0.21,-0.202
"633","17075",28457,5830,44.3,29689,19.2,43.2,5700,-1232,130,2.28,-0.31,-0.91,-0.67
"634","17077",59115,8100,31.1,59992,11.6,29.1,6959,-877,1141,16.4,-0.16,0.24,0.08
"635","17079",9608,1770,43,9707,17.1,42.7,1660,-99,110,6.63,-0.31,-0.56,-0.46
"636","17081",38358,6845,40.9,38908,16.3,40.5,6342,-550,503,7.93,-0.25,-0.45,-0.37
"637","17083",22215,3988,42.5,22939,15.8,41.3,3624,-724,364,10.04,-0.27,-0.28,-0.276
"638","17085",22046,5644,49.4,22663,21.5,47.2,4873,-617,771,15.82,-0.21,0.19,0.03
"639","17087",12899,2508,42.5,12653,17.1,42,2164,246,344,15.9,-0.28,0.2,0.00799999999999998
"640","17089",529402,64242,36.6,514891,9.8,34.7,50459,14511,13783,27.32,1.67,1.14,1.352
"641","17091",110801,17148,37.7,113170,13.4,36.7,15165,-2369,1983,13.08,-0.04,-0.03,-0.034
"642","17093",122933,11422,34.5,114226,7.1,33,8110,8707,3312,40.84,0.15,2.24,1.404
"643","17095",51374,10233,42.2,52698,18.6,41.8,9802,-1324,431,4.4,-0.26,-0.74,-0.548
"644","17097",704476,89865,38,701282,10.5,36.7,73635,3194,16230,22.04,2.02,0.7,1.228
"645","17099",111151,19652,41.8,113688,16.5,41.1,18759,-2537,893,4.76,-0.2,-0.71,-0.506
"646","17101",16457,2789,41.2,16778,16,40.8,2684,-321,105,3.91,-0.31,-0.78,-0.592
"647","17103",34670,6243,42.7,35778,15.9,41.6,5689,-1108,554,9.74,-0.25,-0.3,-0.28
"648","17105",36812,6487,41.6,38903,15.8,40.2,6147,-2091,340,5.53,-0.28,-0.65,-0.502
"649","17107",29488,5065,40.6,30278,15.8,39.4,4784,-790,281,5.87,-0.28,-0.62,-0.484
"650","17109",31597,5064,31.3,32568,14.2,29.4,4625,-971,439,9.49,-0.26,-0.32,-0.296
"651","17111",308043,39824,39.9,308163,10.3,38,31741,-120,8083,25.47,0.84,0.99,0.93
"652","17113",173231,20468,32.7,169689,10.4,32.2,17648,3542,2820,15.98,0.08,0.21,0.158
"653","17115",107587,19745,41,110558,16.5,40.4,18242,-2971,1503,8.24,-0.11,-0.43,-0.302
"654","17117",45960,8640,43.1,47712,17.1,41.9,8159,-1752,481,5.9,-0.26,-0.62,-0.476
"655","17119",266153,42741,40,268586,14.4,38.4,38676,-2433,4065,10.51,0.26,-0.24,-0.04
"656","17121",38305,7228,41.8,39319,17.4,41.4,6842,-1014,386,5.64,-0.27,-0.64,-0.492
"657","17123",11925,2649,46.3,12567,20,44.9,2513,-642,136,5.41,-0.31,-0.66,-0.52
"658","17125",13904,3010,45.5,14636,19.2,44.3,2810,-732,200,7.12,-0.3,-0.52,-0.432
"659","17127",14594,2979,43.8,15370,18.4,42.3,2828,-776,151,5.34,-0.3,-0.66,-0.516
"660","17129",12416,2284,42.3,12728,15.9,43,2024,-312,260,12.85,-0.29,-0.05,-0.146
"661","17131",15794,3246,44.8,16421,18.3,43.7,3005,-627,241,8.02,-0.29,-0.44,-0.38
"662","17133",33739,5496,42.3,33003,14.3,40.5,4719,736,777,16.47,-0.21,0.25,0.066
"663","17135",29173,5518,42.4,29977,17.4,41.8,5216,-804,302,5.79,-0.28,-0.63,-0.49
"664","17137",34442,6496,41.2,35544,16.8,40.9,5971,-1102,525,8.79,-0.25,-0.38,-0.328
"665","17139",14711,2685,39.9,14844,18,41,2672,-133,13,0.49,-0.32,-1.06,-0.764
"666","17141",51619,8970,41.9,53378,15.4,40.9,8220,-1759,750,9.12,-0.22,-0.35,-0.298
"667","17143",186145,28945,37,186399,14,36.7,26096,-254,2849,10.92,0.09,-0.21,-0.09
"668","17145",21467,3768,41.8,22287,15.9,39.7,3544,-820,224,6.32,-0.29,-0.58,-0.464
"669","17147",16433,3022,43,16679,16.6,42.8,2769,-246,253,9.14,-0.29,-0.35,-0.326
"670","17149",15930,3177,42.4,16436,19,42,3123,-506,54,1.73,-0.32,-0.96,-0.704
"671","17151",4360,1218,52.2,4399,20.8,47.9,915,-39,303,33.11,-0.28,1.61,0.854
"672","17153",5691,1179,43.3,6107,18.1,43.5,1105,-416,74,6.7,-0.31,-0.55,-0.454
"673","17155",5771,1238,47.5,5968,17.8,44.6,1062,-197,176,16.57,-0.3,0.26,0.036
"674","17157",32829,5752,41.5,33353,16.1,41.2,5370,-524,382,7.11,-0.27,-0.52,-0.42
"675","17159",15953,3145,42.3,16181,19.5,43.6,3155,-228,-10,-0.32,-0.33,-1.13,-0.81
"676","17161",146205,26174,40,147504,16.3,40.1,24043,-1299,2131,8.86,-0.02,-0.38,-0.236
"677","17163",264433,37862,38,268873,12.7,37.1,34147,-4440,3715,10.88,0.21,-0.21,-0.042
"678","17165",24430,4701,42,24975,18.5,41.8,4620,-545,81,1.75,-0.31,-0.96,-0.7
"679","17167",198134,31929,40.1,197474,13.9,39.3,27449,660,4480,16.32,0.32,0.24,0.272
"680","17169",7181,1477,46.6,7499,18.3,43.2,1372,-318,105,7.65,-0.31,-0.47,-0.406
"681","17171",5109,984,43.7,5322,17.9,43.1,953,-213,31,3.25,-0.32,-0.83,-0.626
"682","17173",21906,4593,44.6,22316,19.3,44,4307,-410,286,6.64,-0.28,-0.56,-0.448
"683","17175",5551,1171,45,5983,20.5,44,1227,-432,-56,-4.56,-0.33,-1.47,-1.014
"684","17177",45839,9549,44.7,47532,19,43.7,9031,-1693,518,5.74,-0.25,-0.63,-0.478
"685","17179",134695,23273,40.8,135201,15.7,39.9,21227,-506,2046,9.64,-0.03,-0.31,-0.198
"686","17181",17267,3360,43.5,17799,18.3,43.3,3257,-532,103,3.16,-0.31,-0.84,-0.628
"687","17183",79207,14271,40.2,81463,16.2,39.6,13197,-2256,1074,8.14,-0.17,-0.43,-0.326
"688","17185",11568,2238,42.8,11935,18,42.8,2148,-367,90,4.19,-0.31,-0.76,-0.58
"689","17187",17429,3150,39.1,17723,16.7,40,2960,-294,190,6.42,-0.3,-0.58,-0.468
"690","17189",14260,2707,43,14692,17.3,42.4,2542,-432,165,6.49,-0.3,-0.57,-0.462
"691","17191",16569,3435,43.4,16727,19.7,42.6,3295,-158,140,4.25,-0.31,-0.75,-0.574
"692","17193",14186,3004,43.8,14686,20.8,44.5,3055,-500,-51,-1.67,-0.33,-1.24,-0.876
"693","17195",56823,11009,42.9,58400,17.6,42,10278,-1577,731,7.11,-0.22,-0.52,-0.4
"694","17197",687727,80436,37.3,677669,9.4,35.5,63701,10058,16735,26.27,2.1,1.05,1.47
"695","17199",67477,11931,40.9,66335,16.5,40.4,10945,1142,986,9.01,-0.18,-0.36,-0.288
"696","17201",287512,46416,39.6,294433,13.9,38.4,40926,-6921,5490,13.41,0.47,0,0.188
"697","17203",38942,6397,39.9,38736,14.8,40.1,5733,206,664,11.58,-0.23,-0.15,-0.182
"698","18001",35018,5175,33.3,34343,13.9,34.3,4774,675,401,8.4,-0.27,-0.41,-0.354
"699","18003",367747,49629,35.7,355940,12,35.4,42713,11807,6916,16.19,0.68,0.23,0.41
"700","18005",81024,12438,38.1,77297,14,38.1,10822,3727,1616,14.93,-0.09,0.12,0.036
"701","18007",8685,1478,40.9,8816,15.9,39.8,1402,-131,76,5.42,-0.31,-0.66,-0.52
"702","18009",12214,2460,43.7,12742,18.1,42,2306,-528,154,6.68,-0.3,-0.55,-0.45
"703","18011",63013,7911,38.4,56823,11.9,38.5,6762,6190,1149,16.99,-0.16,0.29,0.11
"704","18013",15007,3447,49.3,15181,17.7,47.3,2687,-174,760,28.28,-0.22,1.22,0.644
"705","18015",19994,3659,42.3,20105,16.2,41.3,3257,-111,402,12.34,-0.27,-0.09,-0.162
"706","18017",38248,6438,40.5,38875,15,38.6,5831,-627,607,10.41,-0.24,-0.25,-0.246
"707","18019",114893,16698,38.8,110100,12.9,38.1,14203,4793,2495,17.57,0.04,0.34,0.22
"708","18021",26375,4441,40.9,26908,15.3,40.7,4117,-533,324,7.87,-0.28,-0.46,-0.388
"709","18023",32455,5092,38.2,33179,14.4,37.8,4778,-724,314,6.57,-0.28,-0.56,-0.448
"710","18025",10598,1935,43.7,10702,15,41.3,1605,-104,330,20.56,-0.28,0.58,0.236
"711","18027",32777,4854,34.6,31604,14.1,35.7,4456,1173,398,8.93,-0.27,-0.37,-0.33
"712","18029",49564,7884,42.7,49904,13.2,40.2,6587,-340,1297,19.69,-0.14,0.51,0.25
"713","18031",26480,4179,38.8,25772,14.6,38.8,3763,708,416,11.06,-0.27,-0.2,-0.228
"714","18033",42524,6421,39.1,42218,13.1,37.9,5531,306,890,16.09,-0.2,0.22,0.052
"715","18035",115938,18843,35.4,117459,14.7,34.6,17266,-1521,1577,9.13,-0.1,-0.35,-0.25
"716","18037",42379,6835,40.2,41995,14.8,40.6,6215,384,620,9.98,-0.24,-0.28,-0.264
"717","18039",202924,27668,35.4,198214,12.1,34.8,23984,4710,3684,15.36,0.21,0.16,0.18
"718","18041",23426,4414,42.4,24220,16.6,40.7,4021,-794,393,9.77,-0.27,-0.3,-0.288
"719","18043",76481,11346,39.9,74601,12.9,39.2,9624,1880,1722,17.89,-0.08,0.36,0.184
"720","18045",16620,3200,43,17212,17.6,42,3029,-592,171,5.65,-0.3,-0.64,-0.504
"721","18047",22835,3778,42.3,23108,14.4,39.9,3328,-273,450,13.52,-0.26,0.01,-0.098
"722","18049",20296,3694,41.9,20762,16.2,40.3,3363,-466,331,9.84,-0.28,-0.3,-0.292
"723","18051",33596,5520,40.5,33437,15.4,40.2,5149,159,371,7.21,-0.27,-0.51,-0.414
"724","18053",67615,12141,39.9,69886,16.3,39.8,11391,-2271,750,6.58,-0.22,-0.56,-0.424
"725","18055",32431,6003,42.8,33032,16.2,41.5,5351,-601,652,12.18,-0.23,-0.1,-0.152
"726","18057",309687,33917,36.6,276098,8.8,35.7,24297,33589,9620,39.59,1.07,2.14,1.712
"727","18059",72776,11064,40.2,69778,12.9,39,9001,2998,2063,22.92,-0.03,0.78,0.456
"728","18061",39450,6551,42.7,39102,13.9,40.7,5435,348,1116,20.53,-0.16,0.58,0.284
"729","18063",158170,20015,37.6,145880,10.9,36.8,15901,12290,4114,25.87,0.27,1.02,0.72
"730","18065",48649,8767,42.2,49381,16.4,41.8,8098,-732,669,8.26,-0.23,-0.42,-0.344
"731","18067",82457,14975,41.5,82914,16.4,40.7,13598,-457,1377,10.13,-0.13,-0.27,-0.214
"732","18069",36520,5915,40.3,37144,14.7,39.3,5460,-624,455,8.33,-0.26,-0.42,-0.356
"733","18071",43779,6784,38.2,42414,14.5,38.5,6150,1365,634,10.31,-0.23,-0.26,-0.248
"734","18073",33448,5442,39,33369,14.2,38.3,4738,79,704,14.86,-0.22,0.12,-0.016
"735","18075",21107,3614,39.8,21353,15.5,39.1,3310,-246,304,9.18,-0.28,-0.35,-0.322
"736","18077",32293,5230,40.6,32501,14.7,40.5,4778,-208,452,9.46,-0.26,-0.33,-0.302
"737","18079",27840,4229,39.6,28373,12.7,37.9,3603,-533,626,17.37,-0.24,0.32,0.096
"738","18081",149359,20712,37.3,140033,12.4,37.1,17364,9326,3348,19.28,0.16,0.48,0.352
"739","18083",37763,6369,38.1,38392,15.9,38.9,6104,-629,265,4.34,-0.29,-0.75,-0.566
"740","18085",78720,12065,38,77328,13.5,37.8,10439,1392,1626,15.58,-0.09,0.18,0.072
"741","18087",38720,5018,31.5,37284,11.6,30.7,4325,1436,693,16.02,-0.23,0.21,0.034
"742","18089",488694,74262,38.6,495230,13.4,37.3,66361,-6536,7901,11.91,0.82,-0.13,0.25
"743","18091",110839,18081,40.2,111335,14.3,39.5,15921,-496,2160,13.57,-0.01,0.01,0.002
"744","18093",45669,8541,42.6,46131,16.6,41.4,7658,-462,883,11.53,-0.2,-0.16,-0.176
"745","18095",129641,22367,40.2,131244,15.5,39.3,20343,-1603,2024,9.95,-0.03,-0.29,-0.186
"746","18097",939964,110147,34.3,904535,10.7,33.9,96785,35429,13362,13.81,1.61,0.03,0.662
"747","18099",46752,7722,39.8,47045,14.6,38.2,6869,-293,853,12.42,-0.2,-0.08,-0.128
"748","18101",10219,1819,42,10300,15.9,42,1638,-81,181,11.05,-0.3,-0.2,-0.24
"749","18103",36035,5973,39.9,36850,14.1,39.9,5196,-815,777,14.95,-0.21,0.12,-0.012
"750","18105",144436,17055,28.8,138048,10.2,27.8,14081,6388,2974,21.12,0.11,0.63,0.422
"751","18107",38288,6534,40.5,38207,15.6,39.5,5960,81,574,9.63,-0.24,-0.31,-0.282
"752","18109",69533,10721,41.5,69033,13.1,39.9,9043,500,1678,18.56,-0.08,0.42,0.22
"753","18111",14056,2470,42.5,14199,16.5,42.8,2343,-143,127,5.42,-0.31,-0.66,-0.52
"754","18113",47421,6833,38.5,47547,12.7,37.1,6038,-126,795,13.17,-0.21,-0.02,-0.096
"755","18115",5911,1187,46.8,6093,17,43.9,1036,-182,151,14.58,-0.3,0.09,-0.066
"756","18117",19623,3576,41.3,19828,15.8,39.8,3133,-205,443,14.14,-0.26,0.06,-0.068
"757","18119",20957,3766,44.6,21583,15,42.7,3237,-626,529,16.34,-0.25,0.24,0.044
"758","18121",17062,3040,42.2,17251,15.7,41.1,2708,-189,332,12.26,-0.28,-0.1,-0.172
"759","18123",19229,3337,41.9,19408,15.4,41.3,2989,-179,348,11.64,-0.28,-0.15,-0.202
"760","18125",12471,2398,43.9,12849,17.1,42.8,2197,-378,201,9.15,-0.3,-0.35,-0.33
"761","18127",167391,24949,39.4,164386,12.6,38.5,20713,3005,4236,20.45,0.29,0.57,0.458
"762","18129",25599,4372,42.5,25840,14.4,41.6,3721,-241,651,17.5,-0.23,0.33,0.106
"763","18131",12761,2316,41.8,13395,16.8,41.6,2250,-634,66,2.93,-0.32,-0.86,-0.644
"764","18133",37543,5803,37.8,37995,13.6,38,5167,-452,636,12.31,-0.23,-0.09,-0.146
"765","18135",25203,4762,42.1,26101,17.1,41.2,4463,-898,299,6.7,-0.28,-0.55,-0.442
"766","18137",28372,4749,40.6,28702,15,39.2,4305,-330,444,10.31,-0.26,-0.26,-0.26
"767","18139",16765,2951,41.6,17349,16.1,40.3,2793,-584,158,5.66,-0.3,-0.64,-0.504
"768","18141",268613,39579,36.5,266785,13.4,36.1,35749,1828,3830,10.71,0.23,-0.22,-0.04
"769","18143",23722,3771,40.7,24044,13.6,39.1,3270,-322,501,15.32,-0.25,0.15,-0.01
"770","18145",44339,7026,41.3,44435,14,39.9,6221,-96,805,12.94,-0.21,-0.04,-0.108
"771","18147",20610,3730,43.2,20948,15.6,42.3,3268,-338,462,14.14,-0.26,0.06,-0.068
"772","18149",22966,3884,41.7,23310,15.8,40.5,3683,-344,201,5.46,-0.3,-0.65,-0.51
"773","18151",34459,6268,42.7,34116,15,40,5117,343,1151,22.49,-0.16,0.74,0.38
"774","18153",20900,3485,41.4,21379,14.9,39.4,3185,-479,300,9.42,-0.28,-0.33,-0.31
"775","18155",10617,1836,40,10509,14.5,40.6,1524,108,312,20.47,-0.28,0.58,0.236
"776","18157",186081,19806,28.1,173317,9.5,27.7,16465,12764,3341,20.29,0.16,0.56,0.4
"777","18159",15290,2955,44.5,15917,17.7,43,2817,-627,138,4.9,-0.31,-0.7,-0.544
"778","18161",7225,1299,43.3,7449,15,40.2,1117,-224,182,16.29,-0.3,0.23,0.018
"779","18163",181831,28459,37.9,179610,14.5,37.5,26043,2221,2416,9.28,0.02,-0.34,-0.196
"780","18165",15644,2936,43.2,16224,16.9,41.5,2742,-580,194,7.08,-0.3,-0.52,-0.432
"781","18167",107723,16231,36.1,107805,13.5,36.2,14554,-82,1677,11.52,-0.08,-0.16,-0.128
"782","18169",31848,6202,42,32804,18.3,41.6,6003,-956,199,3.32,-0.3,-0.83,-0.618
"783","18171",8269,1597,44.6,8490,16.8,42.6,1426,-221,171,11.99,-0.3,-0.12,-0.192
"784","18173",61581,9905,40.5,59643,13.6,39.5,8111,1938,1794,22.12,-0.07,0.71,0.398
"785","18175",27807,4443,41.2,28162,13.7,39,3858,-355,585,15.16,-0.24,0.14,-0.012
"786","18177",66972,12163,41.1,68797,16.5,40.5,11352,-1825,811,7.14,-0.21,-0.52,-0.396
"787","18179",27832,4825,39.8,27677,16,40.3,4428,155,397,8.97,-0.27,-0.37,-0.33
"788","18181",24279,4580,42,24612,17.2,42.2,4233,-333,347,8.2,-0.28,-0.43,-0.37
"789","18183",33481,5609,41,33234,14.1,40,4686,247,923,19.7,-0.19,0.51,0.23
"790","19001",7192,1578,45.7,7628,21.8,45.4,1663,-436,-85,-5.11,-0.34,-1.52,-1.048
"791","19003",3785,844,47.7,4027,22.2,46.5,894,-242,-50,-5.59,-0.33,-1.56,-1.068
"792","19005",13940,2984,45,14285,19.6,44.2,2800,-345,184,6.57,-0.3,-0.56,-0.456
"793","19007",12547,2778,45.1,12858,20.4,44.2,2623,-311,155,5.91,-0.3,-0.62,-0.492
"794","19009",5711,1374,48.3,6077,23.4,46.7,1422,-366,-48,-3.38,-0.33,-1.38,-0.96
"795","19011",25646,4403,42.1,26044,15.5,40.4,4037,-398,366,9.07,-0.27,-0.36,-0.324
"796","19013",132960,20128,34.9,130843,13.9,34.6,18187,2117,1941,10.67,-0.04,-0.23,-0.154
"797","19015",26381,4455,41.4,26324,16,40.9,4212,57,243,5.77,-0.29,-0.63,-0.494
"798","19017",24741,4681,39.2,24294,17.2,38.3,4179,447,502,12.01,-0.25,-0.12,-0.172
"799","19019",21101,3605,38.7,20988,15.4,38.9,3232,113,373,11.54,-0.27,-0.16,-0.204
"800","19021",20369,2890,35.1,20215,15.3,36.5,3093,154,-203,-6.56,-0.36,-1.64,-1.128
"801","19023",14822,3178,43.7,14899,20,43.6,2980,-77,198,6.64,-0.3,-0.56,-0.456
"802","19025",9814,2201,45.1,9936,23,47.5,2285,-122,-84,-3.68,-0.34,-1.4,-0.976
"803","19027",20428,3906,41.7,20751,18.7,42.5,3880,-323,26,0.67,-0.32,-1.05,-0.758
"804","19029",13327,2915,44.6,13865,21,44.8,2912,-538,3,0.1,-0.33,-1.09,-0.786
"805","19031",18368,3397,41.9,18446,17.1,42.8,3154,-78,243,7.7,-0.29,-0.47,-0.398
"806","19033",43134,8689,44.5,44083,18.1,43.4,7979,-949,710,8.9,-0.22,-0.37,-0.31
"807","19035",11577,2631,46.3,12011,21.8,47.3,2618,-434,13,0.5,-0.32,-1.06,-0.764
"808","19037",12140,2372,44.2,12409,19.1,43.9,2370,-269,2,0.08,-0.33,-1.09,-0.786
"809","19039",9267,1591,40.7,9286,17.4,41.5,1616,-19,-25,-1.55,-0.33,-1.23,-0.87
"810","19041",16387,3270,42.2,16649,18.7,42.8,3113,-262,157,5.04,-0.3,-0.69,-0.534
