"","id2","totalPop17","age65_17","ageMed_17","totalPop12","percage65_12","ageMed_12","age65_12","totalChange","age65Change","percentChange","age65ChangeZ","percentChangeZ","age65_index"
"267","08043",46601,9564,44.8,47006,17.7,43,8320,-405,1244,14.95,-0.15,0.12,0.012
"268","08045",57945,6584,36.2,56330,8.5,34.7,4788,1615,1796,37.51,-0.07,1.97,1.154
"269","08047",5793,869,45.2,5358,10.5,44.5,563,435,306,54.35,-0.28,3.35,1.898
"270","08049",14793,2325,44.1,14608,10.4,41.1,1519,185,806,53.06,-0.21,3.25,1.866
"271","08051",16215,1909,34.5,15385,8.9,34.3,1369,830,540,39.44,-0.25,2.13,1.178
"272","08053",820,219,57.2,790,30.5,56.5,241,30,-22,-9.13,-0.33,-1.85,-1.242
"273","08055",6498,1969,54.9,6730,25.2,51.5,1696,-232,273,16.1,-0.29,0.22,0.016
"274","08057",1372,292,49.2,1397,21,46.5,293,-25,-1,-0.34,-0.33,-1.13,-0.81
"275","08059",564029,85348,40.4,536095,12.7,40.2,68084,27934,17264,25.36,2.17,0.98,1.456
"276","08061",1368,292,41.1,1393,16.4,40.1,228,-25,64,28.07,-0.32,1.2,0.592
"277","08063",7846,1365,38.4,8210,16.3,39,1338,-364,27,2.02,-0.32,-0.94,-0.692
"278","08065",7481,839,39.3,7372,4.6,34.2,339,109,500,147.49,-0.25,10.98,6.488
"279","08067",54469,8148,39.7,51443,11.8,37.7,6070,3026,2078,34.23,-0.02,1.7,1.012
"280","08069",330976,46924,35.7,300870,12,35.4,36104,30106,10820,29.97,1.24,1.35,1.306
"281","08071",14151,3153,46,15385,18.1,44.2,2785,-1234,368,13.21,-0.27,-0.02,-0.12
"282","08073",5520,951,38.5,5443,16.8,39.4,914,77,37,4.05,-0.32,-0.77,-0.59
"283","08075",21885,3629,37.5,22541,14.4,37.5,3246,-656,383,11.8,-0.27,-0.13,-0.186
"284","08077",148798,25803,38.9,146562,15.1,37.9,22131,2236,3672,16.59,0.21,0.26,0.24
"285","08079",834,270,58.5,702,34.3,60.3,241,132,29,12.03,-0.32,-0.12,-0.2
"286","08081",13056,1723,37.7,13547,10.9,36.4,1477,-491,246,16.66,-0.29,0.26,0.04
"287","08083",25770,5171,44.1,25424,16.8,42.8,4271,346,900,21.07,-0.2,0.63,0.298
"288","08085",40908,8916,44.7,40994,18.1,42.6,7420,-86,1496,20.16,-0.11,0.55,0.286
"289","08087",28123,4261,36.6,28200,14.2,36,4004,-77,257,6.42,-0.29,-0.58,-0.464
"290","08089",18325,3536,40.2,18791,18.3,40.6,3439,-466,97,2.82,-0.31,-0.87,-0.646
"291","08091",4653,1230,53.7,4445,23.6,52.4,1049,208,181,17.25,-0.3,0.31,0.066
"292","08093",16900,3072,50.6,16168,12,47,1940,732,1132,58.35,-0.16,3.68,2.144
"293","08095",4327,753,38.5,4380,20.3,40.8,889,-53,-136,-15.3,-0.35,-2.35,-1.55
"294","08097",17747,2938,43.3,17000,12.4,43,2108,747,830,39.37,-0.21,2.12,1.188
"295","08099",12084,2024,37.4,12539,14.5,36.7,1818,-455,206,11.33,-0.3,-0.17,-0.222
"296","08101",163368,28356,38.8,159072,15.4,38.8,24497,4296,3859,15.75,0.23,0.19,0.206
"297","08103",6557,900,35.9,6728,12.5,36.8,841,-171,59,7.02,-0.32,-0.53,-0.446
"298","08105",11430,2094,40.7,11925,16.3,41.8,1944,-495,150,7.72,-0.3,-0.47,-0.402
"299","08107",24359,3180,39.9,23385,8.5,39.4,1988,974,1192,59.96,-0.15,3.81,2.226
"300","08109",6338,1254,48.8,6189,14.3,43.8,885,149,369,41.69,-0.27,2.31,1.278
"301","08111",569,97,46.9,747,14.7,37.9,110,-178,-13,-11.82,-0.33,-2.07,-1.374
"302","08113",7804,882,42,7432,7,38.2,520,372,362,69.62,-0.27,4.6,2.652
"303","08115",2357,589,48.4,2389,22.9,47.9,547,-32,42,7.68,-0.32,-0.47,-0.41
"304","08117",29722,3352,39.2,27753,8.3,36.3,2303,1969,1049,45.55,-0.17,2.63,1.51
"305","08119",23769,4553,49.8,23163,13.3,47.4,3081,606,1472,47.78,-0.11,2.81,1.642
"306","08121",4809,927,42.2,4796,19.5,44.2,935,13,-8,-0.86,-0.33,-1.17,-0.834
"307","08123",285729,32490,34.2,253552,9.7,33.2,24595,32177,7895,32.1,0.82,1.53,1.246
"308","08125",10109,1779,35.8,10032,16.1,36.3,1615,77,164,10.15,-0.3,-0.27,-0.282
"309","09001",947328,140926,40.2,918892,13.6,39.5,124969,28436,15957,12.77,1.99,-0.05,0.766
"310","09003",897417,145001,40.4,893504,14.6,39.9,130452,3913,14549,11.15,1.78,-0.19,0.598
"311","09005",184454,35388,46.9,189277,16.1,44.4,30474,-4823,4914,16.13,0.39,0.22,0.288
"312","09007",164110,30196,45.1,165639,15.6,43,25840,-1529,4356,16.86,0.31,0.28,0.292
"313","09009",862127,139534,40.1,860995,14.5,39.1,124844,1132,14690,11.77,1.8,-0.14,0.636
"314","09011",270772,45184,41,273723,14.3,40.3,39142,-2951,6042,15.44,0.55,0.16,0.316
"315","09013",151596,21751,37.9,152137,12.2,38.3,18561,-541,3190,17.19,0.14,0.31,0.242
"316","09015",116674,17777,41,118046,13,39.4,15346,-1372,2431,15.84,0.03,0.2,0.132
"317","10001",173145,27333,37.3,162785,13.7,36.6,22302,10360,5031,22.56,0.4,0.75,0.61
"318","10003",555036,78998,37.8,539665,12.4,37,66918,15371,12080,18.05,1.42,0.38,0.796
"319","10005",215551,54234,48.3,197681,21.1,45.4,41711,17870,12523,30.02,1.49,1.36,1.412
"320","11001",672391,79769,33.9,605759,11.4,33.9,69057,66632,10712,15.51,1.23,0.17,0.594
"321","12001",259865,33282,31.2,247973,10.8,30.1,26781,11892,6501,24.27,0.62,0.89,0.782
"322","12003",27537,3749,37.1,27010,10.8,35.9,2917,527,832,28.52,-0.21,1.24,0.66
"323","12005",180117,29281,39.6,168957,14.7,39.3,24837,11160,4444,17.89,0.32,0.36,0.344
"324","12007",26775,4669,40.9,28404,15.1,38.7,4289,-1629,380,8.86,-0.27,-0.38,-0.336
"325","12009",568183,129240,47.1,544019,20.6,45.5,112068,24164,17172,15.32,2.16,0.15,0.954
"326","12011",1890416,294961,40.1,1761993,14.3,39.7,251965,128423,42996,17.06,5.9,0.3,2.54
"327","12013",14458,2565,40.3,14639,15.8,40.1,2313,-181,252,10.89,-0.29,-0.21,-0.242
"328","12015",173236,66342,58.1,160380,34.5,55.9,55331,12856,11011,19.9,1.27,0.53,0.826
"329","12017",141373,50184,55.9,140805,32.1,54.2,45198,568,4986,11.03,0.4,-0.2,0.04
"330","12019",203291,29377,39.4,190891,11.9,38.2,22716,12400,6661,29.32,0.64,1.3,1.036
"331","12021",356774,107599,49.7,323548,26.7,47.1,86387,33226,21212,24.55,2.75,0.91,1.646
"332","12023",68484,12036,40.7,67546,15.5,40,10470,938,1566,14.96,-0.1,0.12,0.032
"333","12027",35675,7410,40.7,34628,18.1,38.5,6268,1047,1142,18.22,-0.16,0.39,0.17
"334","12029",16323,3665,47.6,16301,19.4,44.9,3162,22,503,15.91,-0.25,0.2,0.02
"335","12031",912043,118638,36,866431,11.2,35.7,97040,45612,21598,22.26,2.8,0.72,1.552
"336","12033",309924,49098,37,298864,14.5,37.5,43335,11060,5763,13.3,0.51,-0.01,0.198
"337","12035",105015,30184,50.3,95987,24.7,47.7,23709,9028,6475,27.31,0.61,1.14,0.928
"338","12037",11675,2416,44.3,11545,17.7,42.3,2043,130,373,18.26,-0.27,0.39,0.126
"339","12039",46113,7367,40.7,46823,13.5,38.9,6321,-710,1046,16.55,-0.17,0.25,0.082
"340","12041",17191,3447,42.8,16880,17.2,39.7,2903,311,544,18.74,-0.25,0.43,0.158
"341","12043",13197,3315,45.8,12952,22.1,43.4,2862,245,453,15.83,-0.26,0.2,0.016
"342","12045",16018,3056,44.3,15796,17.1,43.8,2701,222,355,13.14,-0.27,-0.02,-0.12
"343","12047",14238,2309,41.1,14728,13.3,38.4,1959,-490,350,17.87,-0.27,0.36,0.108
"344","12049",27326,4125,34.9,27347,13.4,33.1,3664,-21,461,12.58,-0.26,-0.07,-0.146
"345","12051",39064,5119,33.7,38669,11.8,32.6,4563,395,556,12.18,-0.25,-0.1,-0.16
"346","12053",179144,49222,48.9,172784,25.9,47.8,44751,6360,4471,9.99,0.32,-0.28,-0.04
"347","12055",100177,34526,53.1,98734,32.2,51.4,31792,1443,2734,8.6,0.07,-0.4,-0.212
"348","12057",1351087,182025,36.8,1238365,11.9,36.1,147365,112722,34660,23.52,4.69,0.83,2.374
"349","12059",19483,3748,42.2,19971,16.9,42.1,3375,-488,373,11.05,-0.27,-0.2,-0.228
"350","12061",147981,45596,52.2,138203,27.5,48.9,38006,9778,7590,19.97,0.77,0.53,0.626
"351","12063",48571,8805,41.5,49589,15.9,40.4,7885,-1018,920,11.67,-0.19,-0.15,-0.166
"352","12065",14085,2988,46,14564,16.8,43.6,2447,-479,541,22.11,-0.25,0.71,0.326
"353","12067",8684,1203,39.2,8668,12.7,33.8,1101,16,102,9.26,-0.31,-0.34,-0.328
"354","12069",326215,85286,46.6,297995,24.4,45.7,72711,28220,12575,17.29,1.5,0.32,0.792
"355","12071",700165,188866,47.8,624155,23.6,45.5,147301,76010,41565,28.22,5.69,1.21,3.002
"356","12073",285890,34002,30.5,276506,9.5,29.6,26268,9384,7734,29.44,0.79,1.31,1.102
"357","12075",39713,9322,46.4,40541,19.5,45.2,7905,-828,1417,17.93,-0.12,0.37,0.174
"358","12077",8347,1092,36.9,8300,10.5,38.2,872,47,220,25.23,-0.29,0.97,0.466
"359","12079",18518,3542,42.4,19187,16.2,40.2,3108,-669,434,13.96,-0.26,0.04,-0.08
"360","12081",363542,94636,47.6,324834,23.5,45.6,76336,38708,18300,23.97,2.32,0.86,1.444
"361","12083",343778,96367,48.5,331987,25.8,47.4,85653,11791,10714,12.51,1.23,-0.08,0.444
"362","12085",155719,46191,51.6,146497,27.5,49.8,40287,9222,5904,14.65,0.53,0.1,0.272
"363","12086",2702602,414322,39.5,2512219,14.2,38.2,356735,190383,57587,16.14,8.01,0.22,3.336
"364","12087",76745,15792,46.7,73475,17.4,46.4,12785,3270,3007,23.52,0.11,0.83,0.542
"365","12089",78435,15988,44.9,73303,16.5,43.1,12095,5132,3893,32.19,0.24,1.54,1.02
"366","12091",197591,29922,36.7,183400,13.8,37.7,25309,14191,4613,18.23,0.34,0.39,0.37
"367","12093",40228,7752,41,39779,16.9,39,6723,449,1029,15.31,-0.18,0.15,0.018
"368","12095",1290216,143768,34.7,1153795,9.7,33.7,111918,136421,31850,28.46,4.29,1.23,2.454
"369","12097",325168,40709,35.7,272355,11.2,35.4,30504,52813,10205,33.45,1.15,1.64,1.444
"370","12099",1426772,328507,44.4,1324085,21.7,43.5,287326,102687,41181,14.33,5.64,0.07,2.298
"371","12101",498136,111287,44.5,465276,20.9,43.8,97243,32860,14044,14.44,1.71,0.08,0.732
"372","12103",949842,222248,47.6,917389,21.4,46.3,196321,32453,25927,13.21,3.43,-0.02,1.36
"373","12105",652256,128991,40.4,604562,18.1,39.8,109426,47694,19565,17.88,2.51,0.36,1.22
"374","12107",72435,15701,44.8,74224,19.1,43.2,14177,-1789,1524,10.75,-0.1,-0.22,-0.172
"375","12109",226578,42223,43.1,191495,15.9,42.2,30448,35083,11775,38.67,1.38,2.07,1.794
"376","12111",298763,68140,44.6,278246,20.2,42.5,56206,20517,11934,21.23,1.4,0.64,0.944
"377","12113",166778,24779,39.5,153086,12.9,39.2,19748,13692,5031,25.48,0.4,0.99,0.754
"378","12115",404839,140720,55.1,380479,31.3,52.6,119090,24360,21630,18.16,2.81,0.39,1.358
"379","12117",449260,64875,39.1,423389,12.2,38.3,51653,25871,13222,25.6,1.59,1,1.236
"380","12119",116754,63263,66.4,94240,44.5,63,41937,22514,21326,50.85,2.76,3.06,2.94
"381","12121",43814,8715,41.7,42287,18.4,42.2,7781,1527,934,12,-0.19,-0.12,-0.148
"382","12123",22350,4126,41.4,22561,15.9,41.2,3587,-211,539,15.03,-0.25,0.13,-0.022
"383","12125",15300,2148,39.8,15400,10.2,39.8,1571,-100,577,36.73,-0.24,1.91,1.05
"384","12127",518660,121619,46.4,495581,21.3,45.3,105559,23079,16060,15.21,2,0.14,0.884
"385","12129",31586,4221,40.7,30449,10.9,39.5,3319,1137,902,27.18,-0.2,1.13,0.598
"386","12131",63457,11984,43.2,55349,16.4,43,9077,8108,2907,32.03,0.1,1.52,0.952
"387","12133",24472,4238,41.9,24732,15.6,40.8,3858,-260,380,9.85,-0.27,-0.29,-0.282
"388","13001",18471,2995,39.3,18279,13.4,38.8,2449,192,546,22.29,-0.25,0.73,0.338
"389","13003",8313,1038,34.9,8355,9.8,34.2,819,-42,219,26.74,-0.29,1.09,0.538
"390","13005",11279,1664,37.6,11124,13.1,35.7,1457,155,207,14.21,-0.3,0.06,-0.084
"391","13007",3251,619,43.6,3483,20.7,41.9,721,-232,-102,-14.15,-0.34,-2.26,-1.492
"392","13009",45527,6556,35.1,46378,12.2,34.2,5658,-851,898,15.87,-0.2,0.2,0.04
"393","13011",18363,3030,40.3,18250,12.8,38.2,2336,113,694,29.71,-0.23,1.33,0.706
"394","13013",75099,8632,35.1,69136,9.5,33.6,6568,5963,2064,31.43,-0.03,1.47,0.87
"395","13015",102623,13365,37.5,99872,10.8,36.7,10786,2751,2579,23.91,0.05,0.86,0.536
"396","13017",17272,2730,39,17612,14,38,2466,-340,264,10.71,-0.29,-0.22,-0.248
"397","13019",19014,3127,39.5,19131,14.2,37.9,2717,-117,410,15.09,-0.27,0.14,-0.024
"398","13021",153923,22156,36,155560,12.8,35.5,19912,-1637,2244,11.27,0,-0.18,-0.108
"399","13023",12779,2156,37.4,13009,15.3,38.7,1990,-230,166,8.34,-0.3,-0.42,-0.372
"400","13025",18411,2758,40.3,18279,12.6,37.9,2303,132,455,19.76,-0.26,0.52,0.208
"401","13027",15629,2960,43.2,16066,16.3,40.6,2619,-437,341,13.02,-0.28,-0.03,-0.13
"402","13029",34883,3508,34.8,30616,8.7,36.1,2664,4267,844,31.68,-0.2,1.49,0.814
"403","13031",73742,7826,28.1,70360,9.1,25.8,6403,3382,1423,22.22,-0.12,0.72,0.384
"404","13033",22645,3193,37.4,23242,12.1,35.5,2812,-597,381,13.55,-0.27,0.01,-0.102
"405","13035",23556,3461,38.4,23671,12.6,38.2,2983,-115,478,16.02,-0.26,0.21,0.022
"406","13037",6503,910,38.4,6581,11.7,38.8,770,-78,140,18.18,-0.31,0.39,0.11
"407","13039",52252,6114,31.6,50435,9.3,31.6,4690,1817,1424,30.36,-0.12,1.39,0.786
"408","13043",10894,1819,37.9,11007,15,37.6,1651,-113,168,10.18,-0.3,-0.27,-0.282
"409","13045",114898,14631,34.4,110750,11,33.6,12182,4148,2449,20.1,0.03,0.55,0.342
"410","13047",65870,10696,39.6,64226,13.9,38.7,8927,1644,1769,19.82,-0.07,0.52,0.284
"411","13049",12963,1848,41.4,12954,12.7,38,1645,9,203,12.34,-0.3,-0.09,-0.174
"412","13051",285506,39955,34.9,266344,12.5,34,33293,19162,6662,20.01,0.64,0.54,0.58
"413","13053",11096,409,23.7,11917,4.1,23.8,489,-821,-80,-16.36,-0.34,-2.44,-1.6
"414","13055",24880,4141,40.3,25905,14.8,39.5,3834,-1025,307,8.01,-0.28,-0.44,-0.376
"415","13057",235896,29121,38,215014,9.4,36.4,20211,20882,8910,44.08,0.96,2.51,1.89
"416","13059",123554,12221,27.3,117762,8.6,25.9,10128,5792,2093,20.67,-0.02,0.59,0.346
"417","13061",3024,656,44.6,3174,18.1,42.7,574,-150,82,14.29,-0.31,0.07,-0.082
"418","13063",274150,23074,32.4,262066,6.8,31.7,17820,12084,5254,29.48,0.44,1.31,0.962
"419","13065",6788,1033,37.6,6800,14.1,37.1,959,-12,74,7.72,-0.31,-0.47,-0.406
"420","13067",739072,81407,36.4,691820,8.9,35.4,61572,47252,19835,32.21,2.55,1.54,1.944
"421","13069",43048,5581,35.9,42566,11.3,34.8,4810,482,771,16.03,-0.21,0.21,0.042
"422","13071",45890,6530,36,45531,12.8,34.9,5828,359,702,12.05,-0.22,-0.11,-0.154
"423","13073",143723,17627,36.4,124665,10.4,36.9,12965,19058,4662,35.96,0.35,1.84,1.244
"424","13075",17190,2601,37,17073,13.4,36.5,2288,117,313,13.68,-0.28,0.02,-0.1
"425","13077",138015,17659,37.9,127212,10.4,36.7,13230,10803,4429,33.48,0.32,1.64,1.112
"426","13079",12385,2103,44.2,12701,13.4,40.8,1702,-316,401,23.56,-0.27,0.83,0.39
"427","13081",23005,3881,38.3,23460,14.3,37.7,3355,-455,526,15.68,-0.25,0.18,0.00799999999999999
"428","13083",16282,2885,41.8,16598,14.7,39.2,2440,-316,445,18.24,-0.26,0.39,0.13
"429","13085",23397,4466,43.3,22246,14.2,40.5,3159,1151,1307,41.37,-0.14,2.29,1.318
"430","13087",27023,4213,37.9,27815,14.1,37,3922,-792,291,7.42,-0.28,-0.49,-0.406
"431","13089",736066,81746,35.5,694671,9,34.3,62520,41395,19226,30.75,2.46,1.42,1.836
"432","13091",21063,3425,41.2,21509,13.9,39.5,2990,-446,435,14.55,-0.26,0.09,-0.05
"433","13093",14053,2459,43.5,14528,14,40.7,2034,-475,425,20.89,-0.26,0.61,0.262
"434","13095",91522,12970,35,94591,12.2,33.4,11540,-3069,1430,12.39,-0.12,-0.09,-0.102
"435","13097",140152,14947,36.3,132124,8.7,35,11495,8028,3452,30.03,0.17,1.36,0.884
"436","13099",10405,1921,40.5,10928,16.6,39,1814,-523,107,5.9,-0.31,-0.62,-0.496
"437","13101",4011,437,38.1,4024,10.7,32.4,431,-13,6,1.39,-0.32,-0.99,-0.722
"438","13103",57087,6268,36.2,52203,9.3,35.4,4855,4884,1413,29.1,-0.12,1.28,0.72
"439","13105",19288,3717,42.3,20103,16.8,41.2,3377,-815,340,10.07,-0.28,-0.28,-0.28
"440","13107",22502,3453,37.2,22600,14.1,36.9,3187,-98,266,8.35,-0.29,-0.42,-0.368
"441","13109",10757,1714,37.3,10935,13.6,35.9,1487,-178,227,15.27,-0.29,0.15,-0.026
"442","13111",24480,6606,50.8,23554,22,48.4,5182,926,1424,27.48,-0.12,1.15,0.642
"443","13113",110306,18237,43.5,106525,13,42.3,13848,3781,4389,31.69,0.31,1.5,1.024
"444","13115",96471,15318,38.3,96204,14.3,37.7,13757,267,1561,11.35,-0.1,-0.17,-0.142
"445","13117",211300,23423,38.2,177103,9.3,37,16471,34197,6952,42.21,0.68,2.36,1.688
"446","13119",22328,4249,41.1,22070,16.9,40,3730,258,519,13.91,-0.25,0.04,-0.076
"447","13121",1010420,108826,35.2,929535,9.1,34.2,84588,80885,24238,28.65,3.18,1.25,2.022
"448","13123",29614,6669,46,28232,18.2,42.9,5138,1382,1531,29.8,-0.1,1.34,0.764
"449","13125",3027,514,42.9,3082,15.8,39.4,487,-55,27,5.54,-0.32,-0.65,-0.518
"450","13127",83467,15150,40.8,79628,15.3,40,12183,3839,2967,24.35,0.1,0.89,0.574
"451","13129",56424,7664,37,55192,11.6,36,6402,1232,1262,19.71,-0.14,0.51,0.25
"452","13131",25048,4141,39.7,25068,14.1,38.2,3535,-20,606,17.14,-0.24,0.3,0.084
"453","13133",16732,4527,48.9,15988,21.4,46.4,3421,744,1106,32.33,-0.17,1.55,0.862
"454","13135",889954,78898,34.9,810624,7,33.8,56744,79330,22154,39.04,2.88,2.1,2.412
"455","13137",43878,7888,39.5,43038,15.4,38.6,6628,840,1260,19.01,-0.14,0.46,0.22
"456","13139",192865,26569,36,180831,11.4,34.5,20615,12034,5954,28.88,0.54,1.26,0.972
"457","13141",8667,1782,44.3,9422,15.8,42.1,1489,-755,293,19.68,-0.28,0.51,0.194
"458","13143",28722,4537,40.7,28627,13.9,39.2,3979,95,558,14.02,-0.24,0.05,-0.066
"459","13145",33198,5614,43.2,31870,13.5,42.3,4302,1328,1312,30.5,-0.14,1.4,0.784
"460","13147",25535,5249,43,25277,18.1,42.8,4575,258,674,14.73,-0.23,0.11,-0.026
"461","13149",11607,1848,41.9,11756,13.5,39.4,1587,-149,261,16.45,-0.29,0.25,0.034
"462","13151",217506,23102,36.7,203185,8.5,35.5,17271,14321,5831,33.76,0.52,1.66,1.204
"463","13153",150341,17819,35.1,140699,10.5,34.4,14773,9642,3046,20.62,0.12,0.59,0.402
"464","13155",9278,1687,39.7,9646,14.7,37.2,1418,-368,269,18.97,-0.29,0.45,0.154
"465","13157",63851,9117,38.7,60268,11.8,36.8,7112,3583,2005,28.19,-0.04,1.21,0.71
"466","13159",13732,2249,42.2,13786,12.6,37.7,1737,-54,512,29.48,-0.25,1.31,0.686
"467","13161",14999,2245,36.3,14972,12.7,35.7,1901,27,344,18.1,-0.28,0.38,0.116
"468","13163",15954,2695,38.6,16817,14.9,38.1,2506,-863,189,7.54,-0.3,-0.48,-0.408
"469","13165",8929,1397,40.6,8477,16.3,38.6,1382,452,15,1.09,-0.32,-1.01,-0.734
"470","13167",9800,1696,41.6,9981,14.1,40.2,1407,-181,289,20.54,-0.28,0.58,0.236
"471","13169",28540,4583,39.7,28638,12.9,39.1,3694,-98,889,24.07,-0.2,0.87,0.442
"472","13171",18282,2961,38.1,18151,13.9,38.2,2523,131,438,17.36,-0.26,0.32,0.088
"473","13173",10388,1311,33.8,10066,10.7,32.7,1077,322,234,21.73,-0.29,0.68,0.292
"474","13175",47451,7719,38.3,48264,14.5,38,6998,-813,721,10.3,-0.22,-0.26,-0.244
"475","13177",29216,3281,36.9,28449,8.7,35.9,2475,767,806,32.57,-0.21,1.57,0.858
"476","13179",62120,4939,27.9,64663,6.2,27.6,4009,-2543,930,23.2,-0.19,0.8,0.404
"477","13181",7768,1688,47.9,7962,18.1,45.2,1441,-194,247,17.14,-0.29,0.3,0.064
"478","13183",17857,1459,31.6,14488,8.3,30.2,1203,3369,256,21.28,-0.29,0.64,0.268
"479","13185",113941,12619,30.1,109730,9.8,29.8,10754,4211,1865,17.34,-0.06,0.32,0.168
"480","13187",31567,5129,37.3,30040,13.1,36.1,3935,1527,1194,30.34,-0.15,1.38,0.768
"481","13189",21488,3500,37.8,21762,13.8,38.5,3003,-274,497,16.55,-0.25,0.25,0.05
"482","13191",14061,3294,49.2,14119,17.7,43.5,2499,-58,795,31.81,-0.21,1.5,0.816
"483","13193",13675,2099,40.6,14552,12.7,38.9,1848,-877,251,13.58,-0.29,0.01,-0.11
"484","13195",28600,4580,41,27988,13.8,38.8,3862,612,718,18.59,-0.22,0.42,0.164
"485","13197",8558,1544,43.3,8615,14.3,41.2,1232,-57,312,25.32,-0.28,0.97,0.47
"486","13199",21152,4013,42,21966,16.2,41.6,3558,-814,455,12.79,-0.26,-0.05,-0.134
"487","13201",5884,1223,43.1,6094,18.6,41.2,1133,-210,90,7.94,-0.31,-0.45,-0.394
"488","13205",22574,3439,38.8,23510,13.2,37.2,3103,-936,336,10.83,-0.28,-0.21,-0.238
"489","13207",26795,4585,43.3,26376,14,40.7,3693,419,892,24.15,-0.2,0.88,0.448
"490","13209",8962,1399,39.4,9054,13.2,36.8,1195,-92,204,17.07,-0.3,0.3,0.06
"491","13211",18013,3317,44.2,17919,15.7,41.3,2813,94,504,17.92,-0.25,0.37,0.122
"492","13213",39444,5275,37.6,39635,10.8,36.5,4281,-191,994,23.22,-0.18,0.8,0.408
"493","13215",198647,24267,33.7,191278,11.6,33.4,22188,7369,2079,9.37,-0.02,-0.33,-0.206
"494","13217",105042,12618,36.2,100047,10,34.6,10005,4995,2613,26.12,0.05,1.04,0.644
"495","13219",35972,5091,40.1,32814,11.1,39.1,3642,3158,1449,39.79,-0.12,2.16,1.248
"496","13221",14654,2600,42.5,14745,14.5,41.4,2138,-91,462,21.61,-0.26,0.67,0.298
"497","13223",152399,14767,35.6,141846,7.5,34,10638,10553,4129,38.81,0.27,2.08,1.356
"498","13225",27027,3887,35.8,27531,11.4,33.9,3139,-504,748,23.83,-0.22,0.85,0.422
"499","13227",30343,6241,44.9,29445,16.8,41.7,4947,898,1294,26.16,-0.14,1.04,0.568
"500","13229",19141,3112,39.4,18631,13.9,38.6,2590,510,522,20.15,-0.25,0.55,0.23
"501","13231",17919,2687,40.5,17765,12.6,38.3,2238,154,449,20.06,-0.26,0.54,0.22
"502","13233",41444,6280,37.1,41350,13.6,36.9,5624,94,656,11.66,-0.23,-0.15,-0.182
"503","13235",11396,2124,43.1,11801,14.2,43.3,1676,-405,448,26.73,-0.26,1.09,0.55
"504","13237",21430,4726,45.6,21184,18.5,44.8,3919,246,807,20.59,-0.21,0.59,0.27
"505","13239",2140,688,52.6,2542,20.2,40.4,513,-402,175,34.11,-0.3,1.69,0.894
"506","13241",16354,4268,48.8,16297,21.3,45.4,3471,57,797,22.96,-0.21,0.78,0.384
"507","13243",7206,1662,44.3,7596,16.4,39.2,1246,-390,416,33.39,-0.27,1.63,0.87
"508","13245",201568,25830,33.7,200337,11.5,33.1,23039,1231,2791,12.11,0.08,-0.11,-0.034
"509","13247",88482,11487,37.3,85008,10.8,37.2,9181,3474,2306,25.12,0.01,0.96,0.58
"510","13249",5168,849,36.9,4963,11.9,37.7,591,205,258,43.65,-0.29,2.48,1.372
"511","13251",14037,2391,41.2,14574,15,39.7,2186,-537,205,9.38,-0.3,-0.33,-0.318
"512","13253",8549,1861,44,8815,19.1,43.7,1684,-266,177,10.51,-0.3,-0.24,-0.264
"513","13255",64192,10783,38.9,63979,13.4,37.1,8573,213,2210,25.78,-0.01,1.01,0.602
"514","13257",25625,4792,42.3,26003,17,40.5,4421,-378,371,8.39,-0.27,-0.41,-0.354
"515","13259",5832,888,37,5991,14.4,41.6,863,-159,25,2.9,-0.32,-0.86,-0.644
"516","13261",30687,4761,35.2,32425,12.8,34.2,4150,-1738,611,14.72,-0.24,0.1,-0.036
"517","13263",6423,1443,49.9,6772,16.6,45.3,1124,-349,319,28.38,-0.28,1.22,0.62
"518","13265",1844,392,43.3,1674,22.9,43.4,383,170,9,2.35,-0.32,-0.91,-0.674
"519","13267",25402,3351,36.9,25023,11.7,36.2,2928,379,423,14.45,-0.26,0.08,-0.056
"520","13269",8267,1511,43.8,8700,15.2,40.3,1322,-433,189,14.3,-0.3,0.07,-0.078
"521","13271",16339,2638,41,16312,13.8,39.2,2251,27,387,17.19,-0.27,0.31,0.078
"522","13273",8978,1588,40.7,9365,15.2,40.4,1423,-387,165,11.6,-0.3,-0.15,-0.21
"523","13275",44909,7500,39.6,44715,15.2,39.1,6797,194,703,10.34,-0.22,-0.25,-0.238
"524","13277",40531,5683,35.5,40430,13,34.4,5256,101,427,8.12,-0.26,-0.44,-0.368
"525","13279",27160,4169,36.1,27270,13.7,35.7,3736,-110,433,11.59,-0.26,-0.15,-0.194
"526","13281",11173,3756,53.3,10491,29.2,51.3,3063,682,693,22.62,-0.23,0.75,0.358
"527","13283",6752,1287,40.8,6851,15.3,37.8,1048,-99,239,22.81,-0.29,0.77,0.346
"528","13285",69433,9632,36.2,67146,12.5,36.1,8393,2287,1239,14.76,-0.15,0.11,0.00600000000000001
"529","13287",8036,1517,40.2,8834,15,39.5,1325,-798,192,14.49,-0.3,0.09,-0.066
"530","13289",8323,1710,46.3,8984,16.4,43.9,1473,-661,237,16.09,-0.29,0.22,0.016
"531","13291",22262,7031,53.8,21344,27.1,51,5784,918,1247,21.56,-0.15,0.67,0.342
"532","13293",26241,4652,41.5,27061,15.8,41,4276,-820,376,8.79,-0.27,-0.38,-0.336
"533","13295",68609,12104,41.4,68463,15.1,39.6,10338,146,1766,17.08,-0.07,0.3,0.152
"534","13297",88695,13005,38.9,83771,12,37.4,10053,4924,2952,29.36,0.1,1.3,0.82
